City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Alyangula,AU,-13.8483,136.4192,86.0,79,40,12.66,scattered clouds
464,Emba,KZ,48.8264,58.1442,-6.03,89,40,12.86,scattered clouds
465,Port Hardy,CA,50.6996,-127.4199,39.2,81,75,8.05,broken clouds
466,Shar,KZ,49.5886,81.0453,23.41,94,85,16.67,overcast clouds
467,Manosque,FR,43.8288,5.7869,37.99,93,0,2.3,clear sky
468,Robertsport,LR,6.7533,-11.3686,80.2,84,100,6.6,light rain
469,Bardiyah,LY,31.7561,25.0865,64.09,45,100,20.33,overcast clouds
470,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,77,40,10.36,scattered clouds
471,Zhigansk,RU,66.7697,123.3711,-28.52,79,0,5.55,clear sky
472,Magadan,RU,59.5667,150.8,14.02,84,100,21.18,overcast clouds
473,Sao Jose Do Egito,BR,-7.4789,-37.2744,72.05,76,64,4.47,broken clouds
474,Jian,CN,27.1172,114.9793,55.33,77,100,8.86,overcast clouds
475,Union,US,40.6334,-74.2663,32.0,80,1,8.05,clear sky
476,Ekhabi,RU,53.5102,142.9671,20.19,97,100,21.39,snow
477,Nenjiang,CN,49.1833,125.2167,-4.36,86,0,5.23,clear sky
478,Beyneu,KZ,45.3167,55.2,22.82,84,100,13.6,overcast clouds
479,Troitskoye,RU,52.9821,84.6757,17.98,97,100,6.08,overcast clouds
480,Teguldet,RU,57.3064,88.1667,13.35,94,93,9.71,overcast clouds
481,Mitsamiouli,KM,-11.3847,43.2844,82.47,79,100,14.65,moderate rain
482,Sangar,RU,63.9242,127.4739,-26.36,81,0,0.63,clear sky
483,Maldonado,UY,-34.6667,-54.9167,70.0,83,75,11.5,broken clouds
484,Christchurch,NZ,-43.5333,172.6333,84.2,28,52,11.5,broken clouds
485,Neiafu,TO,-18.65,-173.9833,78.8,94,90,12.66,moderate rain
486,Wanxian,CN,30.8039,108.3897,54.32,65,100,3.96,light rain
487,Lazaro Cardenas,MX,17.9583,-102.2,73.92,79,0,3.04,clear sky
488,Zhuhai,CN,22.2769,113.5678,75.0,83,88,8.05,overcast clouds
489,San Miguel,SV,13.4833,-88.1833,76.41,77,41,2.28,scattered clouds
490,Along,IN,28.1667,94.7667,56.57,41,0,1.28,clear sky
491,Pontes E Lacerda,BR,-15.2261,-59.3353,71.58,69,73,2.28,broken clouds
492,Puerto Escondido,MX,15.85,-97.0667,80.6,78,20,4.45,few clouds
493,Pevek,RU,69.7008,170.3133,-6.75,83,0,2.42,clear sky
494,Aranos,NA,-24.1333,19.1167,70.88,71,0,8.46,clear sky
495,Yenagoa,NG,4.9247,6.2642,78.67,89,98,3.29,overcast clouds
496,Nouadhibou,MR,20.931,-17.0347,62.6,77,0,19.57,clear sky
497,Verkhoyansk,RU,67.5447,133.385,-27.98,81,31,2.21,scattered clouds
498,Maumere,ID,-8.6199,122.2111,84.33,67,100,3.47,overcast clouds
499,Padang,ID,-0.9492,100.3543,80.6,78,20,2.3,few clouds
500,Pachino,IT,36.7186,15.0907,50.0,87,0,6.91,clear sky
501,Villamontes,BO,-21.25,-63.5,79.5,41,100,3.85,light rain
502,Willowmore,ZA,-33.2926,23.4895,58.3,73,42,4.34,scattered clouds
503,Port Moresby,PG,-9.4431,147.1797,89.6,62,40,11.5,scattered clouds
504,Gornopravdinsk,RU,60.05,69.9,-0.72,91,100,12.1,overcast clouds
505,Tessalit,ML,20.1986,1.0114,58.68,32,100,11.92,overcast clouds
506,Ulaanbaatar,MN,47.9077,106.8832,-7.6,77,1,2.24,clear sky
507,Camara De Lobos,PT,32.6333,-16.9667,59.0,82,20,2.3,few clouds
508,Ulaangom,MN,49.9811,92.0667,-5.1,90,100,1.23,overcast clouds
509,Meulaboh,ID,4.1363,96.1285,80.8,75,100,3.49,overcast clouds
510,Bagotville,AU,-28.9833,153.4167,80.6,61,40,19.57,scattered clouds
511,Ust-Ilimsk,RU,58.0006,102.6619,24.04,97,100,9.8,light snow
512,Baykit,RU,61.67,96.37,19.62,92,70,9.35,broken clouds
513,Kapoeta,SS,4.7717,33.5903,71.31,23,63,5.03,broken clouds
514,Warrnambool,AU,-38.3833,142.4833,62.01,73,100,1.01,overcast clouds
515,Velingara,SN,13.15,-14.1167,72.07,21,93,5.39,overcast clouds
516,Batemans Bay,AU,-35.7167,150.1833,71.01,66,26,3.0,scattered clouds
517,Shinpokh,PK,34.3292,71.1782,51.8,71,75,2.01,haze
518,Bereda,ES,43.2686,-7.5406,46.99,100,85,7.0,overcast clouds
519,Honiara,SB,-9.4333,159.95,86.81,67,1,9.66,heavy intensity rain
520,Hambantota,LK,6.1241,81.1185,73.4,100,20,4.61,few clouds
521,Thung Song,TH,8.1645,99.6804,86.0,79,20,4.61,few clouds
522,Bjornevatn,NO,69.6672,29.9847,23.0,80,75,20.71,light snow
523,Bahia Blanca,AR,-38.7196,-62.2724,58.6,75,2,14.97,clear sky
524,Rincon,US,32.296,-81.2354,39.2,93,1,3.44,clear sky
525,Merke,KZ,42.8728,73.1786,43.16,62,100,4.25,light rain
526,Aljezur,PT,37.3191,-8.8033,55.99,100,96,4.0,overcast clouds
527,Mecca,SA,21.4267,39.8261,69.96,26,0,17.2,clear sky
528,Mumford,GH,5.2618,-0.759,80.24,86,33,11.61,light rain
529,Yarkovo,RU,57.4028,67.0786,-7.02,88,0,8.84,clear sky
530,Galeana,MX,24.8333,-100.0667,55.0,42,53,1.59,broken clouds
531,Tsogni,GA,-2.7942,10.0988,76.87,87,100,2.51,overcast clouds
532,Bekovo,RU,52.4663,43.712,-7.11,91,99,10.18,overcast clouds
533,Strelka,RU,58.0728,93.0344,16.0,94,45,6.96,scattered clouds
534,Banfora,BF,10.6333,-4.7667,78.53,19,0,7.43,clear sky
535,Saint George,US,37.1041,-113.5841,57.2,17,1,6.91,clear sky
536,Lexington,US,37.9887,-84.4777,26.01,46,1,6.91,clear sky
537,Axim,GH,4.8699,-2.2405,79.63,86,63,8.59,broken clouds
538,Mayo,US,38.8876,-76.5119,33.8,47,1,8.05,clear sky
539,Charyshskoye,RU,51.3978,83.5598,23.16,92,96,3.62,overcast clouds
540,Port Hueneme,US,34.1478,-119.1951,55.4,87,40,3.44,scattered clouds
541,Lima,PE,-12.0432,-77.0282,75.99,78,0,9.22,clear sky
542,Chateauroux,FR,46.8167,1.7,35.6,87,90,4.61,overcast clouds
543,Ewo,CG,-0.8725,14.8206,75.13,77,72,7.29,broken clouds
544,Antofagasta,CL,-23.65,-70.4,66.2,77,0,9.22,clear sky
545,Khasan,RU,42.4308,130.6434,11.57,86,0,23.49,clear sky
546,Nelson Bay,AU,-32.7167,152.15,77.0,69,75,17.27,broken clouds
547,Palma,ES,39.5694,2.6502,57.0,93,20,14.32,few clouds
548,Kavaratti,IN,10.5669,72.642,81.48,67,95,9.1,overcast clouds
549,Koslan,RU,63.4564,48.8989,-22.25,84,100,9.33,overcast clouds
550,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,67,0,5.75,clear sky
551,Olafsvik,IS,64.8945,-23.7142,35.22,80,72,15.46,broken clouds
552,Zyryanskoye,RU,56.8306,86.6258,14.83,95,86,11.25,overcast clouds
553,Barra Do Corda,BR,-5.5,-45.25,74.7,91,100,1.57,overcast clouds
554,Nioro,GM,13.35,-15.75,71.4,20,76,8.16,broken clouds
555,Kupang,ID,-10.1667,123.5833,82.4,89,40,8.05,scattered clouds
556,Jupiter,US,26.9342,-80.0942,73.0,100,90,7.99,overcast clouds
557,Coquimbo,CL,-29.9533,-71.3436,60.8,77,0,5.75,clear sky
558,Mudhol,IN,16.35,75.2833,64.17,50,98,7.72,overcast clouds
559,Alberton,CA,46.8168,-64.0654,26.6,68,100,11.5,light snow
560,Rawson,AR,-43.3002,-65.1023,57.31,62,0,13.22,clear sky
561,Nishihara,JP,26.1842,127.7558,69.8,42,20,13.8,few clouds
562,Groningen,NL,53.25,6.75,24.01,80,20,21.85,few clouds
563,Talcahuano,CL,-36.7167,-73.1167,57.2,94,0,3.44,clear sky
564,Champerico,GT,14.3,-91.9167,66.0,93,0,7.18,clear sky
565,Northam,GB,51.0333,-4.2167,35.01,73,88,15.01,overcast clouds
566,Longkou,CN,37.6508,120.3286,32.31,86,0,10.2,clear sky
567,Panlaitan,PH,12.1191,119.8486,83.08,69,85,5.41,overcast clouds
568,The Pas,CA,53.8251,-101.2541,-27.4,62,1,12.66,clear sky
569,Katangli,RU,51.7102,143.2326,6.57,94,100,21.7,snow
570,Povenets,RU,62.8487,34.8262,-3.05,90,89,4.23,overcast clouds
571,Kitimat,CA,54.0524,-128.6534,25.0,69,13,4.68,few clouds
572,Moratuwa,LK,6.773,79.8816,77.0,83,20,11.5,few clouds
573,Kuching,MY,1.55,110.3333,78.8,89,40,1.14,light rain
574,Xai-Xai,MZ,-25.0519,33.6442,75.7,92,100,3.27,light rain
575,Laguna De Perlas,NI,12.3429,-83.6712,76.41,83,17,6.96,few clouds
576,Mazatlan,MX,23.2167,-106.4167,66.99,68,1,3.44,clear sky
577,Parkes,AU,-33.1333,148.1833,81.27,40,2,1.12,clear sky
578,Opochka,RU,56.7105,28.6617,2.57,95,100,3.4,overcast clouds
579,Sandi,IN,27.3,79.95,51.28,70,0,4.18,clear sky
580,Changli,CN,39.7042,119.1506,31.14,71,0,5.48,clear sky
581,Rio Grande,BR,-32.035,-52.0986,69.01,80,1,10.67,clear sky
582,Fort Nelson,CA,58.8053,-122.7002,-16.6,63,90,8.05,light snow
583,Megion,RU,61.0296,76.1136,8.6,85,75,11.18,light snow
584,Nuevo Casas Grandes,MX,30.4167,-107.9167,57.0,15,0,4.0,clear sky
585,Tiznit,MA,29.5833,-9.5,50.65,86,91,2.86,overcast clouds
586,Nabire,ID,-3.3667,135.4833,87.06,61,75,4.99,broken clouds
587,Saurimo,AO,-9.6608,20.3916,65.66,95,100,5.53,light rain
588,Chake Chake,TZ,-5.2459,39.7666,79.18,82,100,8.21,overcast clouds
589,Tornio,FI,65.8481,24.1466,-2.2,92,0,1.14,clear sky
590,Strezhevoy,RU,60.7333,77.5889,8.6,85,75,11.18,light snow
591,Berlevag,NO,70.8578,29.0864,24.15,93,100,26.28,light snow
592,Jinsha,CN,32.0898,121.0735,43.0,62,96,3.0,overcast clouds
593,Palekh,RU,56.8028,41.8572,-16.85,87,0,7.76,clear sky
594,Cairns,AU,-16.9167,145.7667,91.0,70,86,5.75,light rain
595,Alta Floresta,BR,-9.8756,-56.0861,69.46,98,100,0.72,overcast clouds
596,Jaciara,BR,-15.9653,-54.9683,72.05,71,40,0.85,scattered clouds
597,Maues,BR,-3.3836,-57.7186,75.72,94,100,1.36,moderate rain
598,Natal,BR,-5.795,-35.2094,80.6,83,40,10.36,scattered clouds
599,Grants,US,35.1473,-107.8514,44.6,18,1,13.8,clear sky
600,Payo,ID,-3.7508,103.6372,79.43,83,93,3.44,overcast clouds
601,Samagaltay,RU,50.6022,95.0047,1.22,88,87,2.19,overcast clouds
602,Flinders,AU,-34.5833,150.8552,72.0,72,54,4.0,broken clouds
603,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.31,84,98,2.84,overcast clouds
604,Hasilpur,PK,29.7122,72.5553,57.24,34,0,5.77,clear sky
605,Ushtobe,KZ,45.2514,77.9838,33.8,87,100,3.09,overcast clouds
606,Hampton,US,37.0299,-76.3452,37.4,100,20,9.15,few clouds
607,Tocopilla,CL,-22.092,-70.1979,69.96,68,50,6.06,scattered clouds
608,San Quintin,MX,30.4833,-115.95,59.68,74,0,7.25,clear sky
609,Chateau-Thierry,FR,49.05,3.4,30.0,97,97,1.01,overcast clouds
610,Krasnyy Chikoy,RU,50.3643,108.7512,6.87,89,89,1.81,overcast clouds
611,Seddon,AU,-37.8068,144.8916,64.99,63,90,17.27,overcast clouds
612,Inndyr,NO,67.0338,14.0276,28.0,68,75,4.61,broken clouds
613,Jalu,LY,29.0331,21.5482,67.41,25,100,18.75,overcast clouds
614,Piranshahr,IR,36.701,45.1413,36.91,75,51,3.67,broken clouds
615,Paracuru,BR,-3.41,-39.0306,81.0,79,4,14.0,clear sky
616,Bumbuna,SL,9.05,-11.7333,71.29,91,43,1.43,scattered clouds
617,Luwuk,ID,-0.9516,122.7875,86.43,61,100,1.3,overcast clouds
618,Marshall,US,34.3834,-86.3333,33.01,100,1,4.61,clear sky
619,Xining,CN,36.6167,101.7667,27.63,51,0,2.06,clear sky
620,Markova,UA,48.6758,24.4138,26.15,97,100,4.88,overcast clouds
621,Chiknayakanhalli,IN,13.4172,76.6228,60.28,62,99,5.73,overcast clouds
622,Mae Sai,TH,20.4335,99.8762,64.4,100,75,9.22,light rain
623,Sena Madureira,BR,-9.0656,-68.6569,75.83,90,100,1.99,overcast clouds
624,Skjervoy,NO,70.0311,20.9714,28.63,91,100,15.64,light snow
625,Weimar,DE,50.9833,11.3167,17.01,80,100,11.16,snow
626,Raga,SS,8.4596,25.678,55.27,37,68,2.24,broken clouds
627,Mill Valley,US,37.906,-122.545,57.0,77,100,3.98,overcast clouds
628,Port Shepstone,ZA,-30.7414,30.455,74.28,85,100,8.99,light rain
629,Poum,NC,-20.2333,164.0167,81.16,69,2,8.81,clear sky
630,Chiang Rai,TH,19.9167,99.9167,70.0,100,90,12.66,overcast clouds
631,Taua,BR,-5.9667,-40.3,78.31,45,35,9.78,scattered clouds
632,Seoul,KR,37.5683,126.9778,30.2,27,0,16.11,clear sky
633,Sault Sainte Marie,CA,46.5168,-84.3333,5.0,61,1,14.97,light snow
634,Kensington,AU,-33.9167,151.2167,73.99,73,75,17.27,broken clouds
635,Zuidhorn,NL,53.2467,6.4028,24.01,80,20,21.85,few clouds
636,Bud,US,39.447,-86.1758,10.99,64,100,5.46,overcast clouds
637,Cooma,AU,-36.2333,149.1333,71.6,56,40,5.75,scattered clouds
638,Tuzamapan,MX,19.4,-96.85,65.35,85,96,2.59,overcast clouds
639,Elko,US,41.0002,-115.5012,37.4,35,1,8.05,clear sky
640,Quatre Cocos,MU,-20.2078,57.7625,78.8,83,40,5.75,scattered clouds
641,Kulu,TR,39.0951,33.0799,48.2,55,100,7.16,overcast clouds
642,Chigorodo,CO,7.6664,-76.6811,76.57,86,98,5.66,overcast clouds
643,Owen Sound,CA,44.5672,-80.9435,12.99,87,100,1.99,light snow
644,Beidao,CN,34.5686,105.8933,43.84,52,0,0.18,clear sky
645,Mwanza,TZ,-2.5167,32.9,71.92,44,94,3.02,overcast clouds
646,Abancay,PE,-13.6339,-72.8814,59.2,69,100,3.0,overcast clouds
647,Zarubino,RU,42.63,131.0922,10.6,87,0,19.22,clear sky
648,Meru,KE,0.0463,37.6559,62.28,75,100,2.64,overcast clouds
649,Vostok,RU,46.4856,135.8833,-5.39,89,100,4.88,overcast clouds
650,Saint-Pierre,RE,-21.3393,55.4781,80.6,61,90,8.05,overcast clouds
651,Marmande,FR,44.5,0.1667,43.0,99,100,3.0,overcast clouds
652,Kangaba,ML,11.9333,-8.4167,72.99,21,87,7.0,overcast clouds
653,Marsa Matruh,EG,31.3525,27.2453,55.4,82,0,9.22,clear sky
654,Murupara,NZ,-38.4667,176.7,73.0,67,6,5.01,clear sky
655,Maceio,BR,-9.6658,-35.7353,75.2,88,40,2.3,scattered clouds
656,Banjar,ID,-8.19,114.9675,84.2,84,40,5.75,scattered clouds
657,Port Hedland,AU,-20.3167,118.5667,87.8,45,40,11.5,scattered clouds
658,Neuquen,AR,-38.9516,-68.0591,68.0,49,75,13.8,broken clouds
659,Bouca,CF,6.5105,18.2733,64.11,26,97,3.22,overcast clouds
660,Vila Velha,BR,-20.3297,-40.2925,70.0,94,90,3.44,overcast clouds
661,Pumiao,CN,22.75,108.4833,68.0,73,0,6.71,clear sky
662,Port Pirie,AU,-33.1833,138.0167,75.2,46,0,10.36,clear sky
663,Margate,GB,51.3813,1.3862,32.0,75,100,7.0,light snow
664,Mabaruma,GY,8.2,-59.7833,72.97,97,100,3.56,overcast clouds
665,Hualmay,PE,-11.0964,-77.6139,71.8,76,100,9.01,overcast clouds
666,Punta Cardon,VE,11.6581,-70.215,76.62,81,80,26.96,broken clouds
667,Bani,DO,18.2833,-70.3333,80.01,77,12,3.0,few clouds
668,Yingcheng,CN,30.95,113.55,46.4,71,100,8.95,overcast clouds
669,Houma,US,29.5958,-90.7195,50.0,81,1,8.05,clear sky
670,Lompoc,US,34.6391,-120.4579,60.01,87,1,8.05,clear sky
671,South River,US,40.4465,-74.386,30.99,88,87,1.99,overcast clouds
672,Xichang,CN,27.8964,102.2634,47.41,61,95,5.3,overcast clouds
673,Chokwe,MZ,-24.5333,32.9833,72.64,91,84,3.85,broken clouds
674,Dese,ET,11.1333,39.6333,48.11,94,58,3.33,broken clouds
675,Iberia,US,29.9502,-91.7507,50.0,93,1,5.75,clear sky
676,Lufilufi,WS,-13.8745,-171.5986,84.2,89,90,20.71,light rain
677,Westport,US,41.1415,-73.3579,30.2,86,90,3.44,overcast clouds
678,Ban Nahin,LA,18.2418,104.2122,77.34,55,0,4.12,clear sky
679,Saint-Raymond,CA,45.467,-73.6095,21.99,79,69,3.44,broken clouds
680,Barcelos,PT,41.5388,-8.6151,53.6,82,20,8.05,few clouds
681,Hami,CN,42.8,93.45,33.37,72,28,4.14,scattered clouds
682,San Carlos De Bariloche,AR,-41.1456,-71.3082,59.0,63,75,6.91,broken clouds
683,Guarapari,BR,-20.6667,-40.4975,70.0,94,90,3.44,overcast clouds
684,Fernley,US,39.608,-119.2518,50.0,29,1,5.01,clear sky
685,Tall Kayf,TR,37.0833,41.0667,47.5,54,22,3.89,few clouds
686,Izumo,JP,35.3667,132.7667,41.0,81,75,4.61,light rain
687,Thessalon,CA,46.2501,-83.5666,5.0,66,1,4.61,clear sky
688,Pacifica,US,37.6138,-122.4869,57.0,67,75,16.11,broken clouds
689,Praia,CV,14.9215,-23.5087,68.0,64,75,20.71,broken clouds
690,Teguise,ES,29.0605,-13.564,60.8,77,90,2.3,overcast clouds
691,Puerto Madryn,AR,-42.7692,-65.0385,58.3,63,10,17.11,clear sky
692,Ayan,RU,56.45,138.1667,-2.94,84,100,21.81,overcast clouds
693,Beringovskiy,RU,63.05,179.3167,5.94,94,100,16.44,snow
